"name.x","day","month","mean","std","n","se","name.y","class"
"pirlimycin","29","2023-06",1262793.87057156,604112.349668458,2,427171.939049105,NA,"unknown"
"pirlimycin","29","2023-07",381412.398282606,133782.414565587,2,94598.4525428365,NA,"unknown"
"piromidic acid","1","2022-09",738984.128555347,95524.9703017712,2,67546.354273026,NA,"unknown"
"piromidic acid","1","2022-11",3543257.07057175,2484060.17157041,18,585498.597397618,NA,"unknown"
"piromidic acid","1","2023-02",1093574.0110187,466599.845073146,2,329935.914551814,NA,"unknown"
"piromidic acid","1","2023-04",463602.165123302,111724.493172775,2,79001.1467470995,NA,"unknown"
"piromidic acid","29","2022-09",819665.540195237,161478.230920717,2,114182.352098046,NA,"unknown"
"piromidic acid","29","2023-01",563413.678779767,63221.2141116813,2,44704.1492132165,NA,"unknown"
"piromidic acid","29","2023-02",4146012.86177949,1040073.25026843,2,735442.84819554,NA,"unknown"
"piromidic acid","29","2023-03",611920.687425676,180170.860989801,2,127400.037578107,NA,"unknown"
"prontoglucal","29","2023-01",339173.407181191,55758.2939278027,2,39427.067743742,NA,"unknown"
"quindoxin","29","2023-01",364635.355799386,179632.8605878,2,127019.613845571,NA,"unknown"
"r flecainide","1","2022-12",3083719.33364972,1029675.17115661,2,728090.29594426,NA,"unknown"
"r flecainide","1","2023-02",2172319.8370014,814924.612439077,2,576238.71961149,NA,"unknown"
"r flecainide","1","2023-04",5006063.25356581,2555528.53569438,2,1807031.55710522,NA,"unknown"
"r flecainide","1","2023-05",1272574.13252271,1279294.5206598,4,639647.260329902,NA,"unknown"
"r flecainide","1","2023-06",4330677.50825171,1160692.63698499,2,820733.63448538,NA,"unknown"
"r flecainide","29","2022-10",3748073.92202748,1690031.08801576,2,1195032.44275202,NA,"unknown"
"r flecainide","29","2022-11",2702995.34246889,748749.511154501,2,529445.85674746,NA,"unknown"
"r flecainide","29","2023-01",4645929.9136346,919701.868910605,2,650327.42817663,NA,"unknown"
"r flecainide","29","2023-02",2957137.1135015,1144088.31829954,2,808992.608145915,NA,"unknown"
"r flecainide","29","2023-03",5193387.59623361,2198567.21246224,4,1099283.60623112,NA,"unknown"
"r flecainide","29","2023-04",4099925.62490508,1298093.59623433,2,917890.78451213,NA,"unknown"
"r flecainide","29","2023-06",3954077.09534846,1179478.16258816,2,834017.007027535,NA,"unknown"
"r flecainide","29","2023-07",7469670.11686815,696608.320468269,2,492576.467234085,NA,"unknown"
"remikiren","29","2022-11",668181.972965788,24399.3901740702,2,17252.9742489015,NA,"unknown"
"remikiren","29","2023-03",493095.803338683,79962.6128967941,2,56542.105820718,NA,"unknown"
"resorcinomycin b","29","2023-03",1246220.12929279,478036.82012694,2,338023.077168613,NA,"unknown"
"resorcinomycin b","29","2023-07",465138.257676074,222024.921977523,2,156995.327922721,NA,"unknown"
"ribostamycin","1","2023-05",762326.039529131,226136.992017378,2,159903.000532616,NA,"unknown"
"ricolinostat","29","2022-09",1610112.56538734,712876.290113105,2,504079.658886085,NA,"unknown"
"rifabutin","29","2023-03",1025799.18188373,1180386.69120246,2,834659.433771613,"rifabutin","tuberculosis"
"rpr128515","1","2023-06",215287.892880414,35471.4889620177,2,25082.1303838265,NA,"unknown"
"rpr128515","29","2023-06",121425.135065115,748.21592102214,2,529.068551546494,NA,"unknown"
"rufloxacin","1","2022-10",1156069.14267936,301515.531887086,2,213203.677230427,"floxacin","quinolone"
"rufloxacin","1","2022-12",1070717.79957631,202670.892162488,2,143309.962197222,"floxacin","quinolone"
"rufloxacin","29","2022-10",300536.02030875,75787.2236986327,2,53589.659804605,"floxacin","quinolone"
"rufloxacin","29","2023-01",169679.343375256,10527.7379524884,2,7444.2348967595,"floxacin","quinolone"
"rufloxacin","29","2023-03",420321.957505381,67023.6926667768,2,47392.907584841,"floxacin","quinolone"
"rufloxacin","29","2023-07",386333.210482544,6468.35811147855,2,4573.81988376949,"floxacin","quinolone"
"sancycline","1","2022-12",635073.146246449,275515.956418664,2,194819.201108734,NA,"unknown"
"sordarin","1","2022-10",1453786.40671566,777261.503746393,2,549606.880054328,NA,"unknown"
"sordarin","1","2022-11",1499153.09795719,284690.643870062,2,201306.684820885,NA,"unknown"
"sordarin","1","2023-02",1358035.52685025,844285.679637512,2,597000.129330377,NA,"unknown"
"sordarin","1","2023-04",1680119.08501955,2021243.43342118,4,1010621.71671059,NA,"unknown"
"sordarin","1","2023-05",951080.192563566,48715.1700066943,2,34446.827058389,NA,"unknown"
"sordarin","1","2023-06",1567825.20760892,665218.494225365,2,470380.50823746,NA,"unknown"
"sordarin","29","2022-10",1623816.52617098,879477.475143264,2,621884.486574625,NA,"unknown"
"sordarin","29","2023-01",1505930.03162193,360085.073713658,2,254618.597426985,NA,"unknown"
"sordarin","29","2023-02",1075483.19613844,308805.908225487,2,218358.751776713,NA,"unknown"
"sordarin","29","2023-03",1482161.72748862,607617.905871085,6,248058.971327103,NA,"unknown"
"sordarin","29","2023-04",1322189.78199507,491674.742729908,2,347666.544722469,NA,"unknown"
"sulfadiazine","1","2022-10",219163.328305089,111314.909150101,2,78711.527107201,"sulf","sulfonamide"
"sulfadiazine","1","2023-02",235025.234135988,134157.195573476,2,94863.4627349745,"sulf","sulfonamide"
"sulfadiazine","29","2023-01",393953.038700913,178836.182673028,2,126456.277489614,"sulf","sulfonamide"
"sulfadicramide","29","2023-04",282172.595134564,164342.961398704,2,116208.022445303,"sulf","sulfonamide"
"sulfadimethoxine","1","2022-09",2455959.38074201,2334466.84176052,8,825358.667132002,"sulf","sulfonamide"
"sulfadimethoxine","1","2022-10",6721059.72679759,3675475.21060928,2,2598953.44550487,"sulf","sulfonamide"
"sulfadimethoxine","1","2022-11",3338995.71174741,2185731.8381515,4,1092865.91907575,"sulf","sulfonamide"
"sulfadimethoxine","1","2022-12",8375409.5344712,3698612.92814802,2,2615314.28247769,"sulf","sulfonamide"
"sulfadimethoxine","1","2023-02",8604523.59651783,2700819.30810835,2,1909767.64752297,"sulf","sulfonamide"
"sulfadimethoxine","1","2023-05",517911.845522292,47232.9810194279,2,33398.761174493,"sulf","sulfonamide"
"sulfadimethoxine","1","2023-06",547077.334303591,127258.322129604,2,89985.222540265,"sulf","sulfonamide"
"sulfadimethoxine","29","2022-09",6554557.56013619,3389483.80828223,2,2396726.98555837,"sulf","sulfonamide"
"sulfadimethoxine","29","2022-10",8393894.54214412,4276452.11353661,2,3023908.28890128,"sulf","sulfonamide"
"sulfadimethoxine","29","2022-11",6541542.90840525,2703587.62476901,2,1911725.1430062,"sulf","sulfonamide"
"sulfadimethoxine","29","2023-01",13385250.3068958,6358209.56933134,2,4495933.10267939,"sulf","sulfonamide"
"sulfadimethoxine","29","2023-02",1598674.56966262,377039.022419832,2,266606.84952501,"sulf","sulfonamide"
"sulfadimethoxine","29","2023-03",1401209.62790852,1021009.31658137,4,510504.658290683,"sulf","sulfonamide"
"sulfadimethoxine","29","2023-04",493225.286296012,214481.798983833,2,151661.534502558,"sulf","sulfonamide"
"sulfadimethoxine","29","2023-06",731477.863711065,99619.1343464627,2,70441.3654323175,"sulf","sulfonamide"
"sulfadimethoxine","29","2023-07",501510.872777165,132941.971946468,2,94004.1698676595,"sulf","sulfonamide"
"sulfamerazine","1","2022-09",650300.438885921,206262.212655723,2,145849.409271403,"sulf","sulfonamide"
"sulfamerazine","1","2022-10",894765.529408744,427492.996560414,2,302283.196777626,"sulf","sulfonamide"
"sulfamerazine","1","2022-11",738130.049378364,194854.521380533,2,137782.953413034,"sulf","sulfonamide"
"sulfamerazine","1","2022-12",935057.737679546,410349.648678202,2,290161.019237874,"sulf","sulfonamide"
"sulfamerazine","1","2023-02",573298.377453216,157823.5859851,2,111598.127881243,"sulf","sulfonamide"
"sulfamerazine","1","2023-04",575004.922164389,284420.94777806,2,201115.980885371,"sulf","sulfonamide"
"sulfamerazine","1","2023-06",763724.382901339,212539.497438058,2,150288.119908432,"sulf","sulfonamide"
"sulfamerazine","29","2022-09",1012545.37381492,391426.061020113,2,276780.022080461,"sulf","sulfonamide"
"sulfamerazine","29","2022-11",718806.321096621,140936.189798708,2,99656.9355212605,"sulf","sulfonamide"
"sulfamerazine","29","2023-02",535210.671015664,159484.096128197,2,112772.285863656,"sulf","sulfonamide"
"sulfamerazine","29","2023-03",479150.700222204,242561.018995638,4,121280.509497819,"sulf","sulfonamide"
"sulfamerazine","29","2023-06",441801.077523464,128207.650418177,2,90656.4990106875,"sulf","sulfonamide"
"sulfamerazine","29","2023-07",511749.42837917,99262.3123325377,2,70189.0541665945,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2022-09",1003933.14663512,191336.690406906,2,135295.471276515,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2022-10",603950.356099499,150579.452452917,2,106475.751936815,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2022-11",802203.278600223,322585.697029271,2,228102.533883186,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2022-12",644521.858807288,221628.346399514,4,110814.173199757,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2023-02",505784.925809062,193009.066734731,4,96504.5333673654,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2023-04",268131.273407135,2883.71444874822,2,2039.09404171549,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2023-05",949395.920682154,712566.321310198,4,356283.160655099,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","1","2023-06",491511.473519671,73021.133024165,4,36510.5665120825,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2022-09",652940.03188482,155648.197900323,4,77824.0989501615,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2022-10",675134.003713688,238255.3571999,4,119127.67859995,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2022-11",540165.033481362,383246.882039705,4,191623.441019853,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2023-02",254775.511523545,50294.9775504622,2,35563.919685557,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2023-03",475138.012488421,128025.927402125,2,90528.001433739,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2023-04",225722.756195299,72730.6147781968,2,51428.3109095295,"sulf","sulfonamide"
"sulfameter sulfamethoxydiazine","29","2023-06",182365.11315153,66240.4996702124,2,46839.1065059925,"sulf","sulfonamide"
"sulfapyridine","1","2022-09",1775274.07599339,526377.431324436,2,372205.051153065,"sulf","sulfonamide"
"sulfapyridine","1","2022-10",2524685.0988218,1227631.17021877,2,868066.32525767,"sulf","sulfonamide"
"sulfapyridine","1","2022-11",2322145.91050889,728881.748189209,2,515397.226827695,"sulf","sulfonamide"
"sulfapyridine","1","2022-12",1372420.08262868,584263.546559641,2,413136.715772424,"sulf","sulfonamide"
"sulfapyridine","1","2023-02",879151.337974404,363481.21547324,2,257020.032295056,"sulf","sulfonamide"
"sulfapyridine","1","2023-04",886264.359542593,339254.841361902,2,239889.398877367,"sulf","sulfonamide"
"sulfapyridine","1","2023-05",2042956.20823921,206550.902002343,2,146053.543466055,"sulf","sulfonamide"
"sulfapyridine","1","2023-06",1712084.05501038,622323.328311636,2,440049.04553974,"sulf","sulfonamide"
"sulfapyridine","29","2022-09",763341.374589648,296378.07828074,2,209570.948947348,"sulf","sulfonamide"
"sulfapyridine","29","2022-10",1019505.15230645,533557.24894292,2,377281.948878778,"sulf","sulfonamide"
"sulfapyridine","29","2022-11",653098.209718248,218599.250660855,2,154573.012504588,"sulf","sulfonamide"
"sulfapyridine","29","2023-01",391998.353555472,108151.178234792,2,76474.4315231365,"sulf","sulfonamide"
"sulfapyridine","29","2023-02",603396.615025005,284834.397705032,2,201408.334132414,"sulf","sulfonamide"
"sulfapyridine","29","2023-03",976469.376795703,377399.629282897,4,188699.814641448,"sulf","sulfonamide"
"sulfapyridine","29","2023-04",2313466.7328353,1135672.43678168,2,803041.68125498,"sulf","sulfonamide"
"sulfapyridine","29","2023-06",545254.197946841,235253.618382087,2,166349.428856646,"sulf","sulfonamide"
"sulfapyridine","29","2023-07",861096.514386334,181562.929339435,2,128384.378548008,"sulf","sulfonamide"
"sultamicillin","1","2022-09",809502.370235564,152743.115514035,2,108005.692759534,"cillin","beta-lactam"
"sultamicillin","1","2022-10",1183942.49729001,127468.260261453,2,90133.6712169249,"cillin","beta-lactam"
"sultamicillin","1","2022-11",671732.895639966,130078.360491304,2,91979.2907890295,"cillin","beta-lactam"
"sultamicillin","1","2022-12",576992.67031275,72192.5089475484,2,51047.812627682,"cillin","beta-lactam"
"sultamicillin","1","2023-02",358884.525251245,102472.308895224,2,72458.8645036555,"cillin","beta-lactam"
"sultamicillin","1","2023-04",207968.563032112,66053.6883736006,2,46707.010971356,"cillin","beta-lactam"
"sultamicillin","1","2023-06",389016.587801012,100765.729183436,2,71252.130416815,"cillin","beta-lactam"
"sultamicillin","29","2022-09",723571.294864893,156968.958878561,2,110993.815258823,"cillin","beta-lactam"
"sultamicillin","29","2022-10",885387.457213306,74661.6264559957,2,52793.7423614515,"cillin","beta-lactam"
"sultamicillin","29","2022-11",853694.713740757,122214.758448399,2,86418.8844599385,"cillin","beta-lactam"
"sultamicillin","29","2023-02",131264.454239919,39764.3200665001,2,28117.6203682945,"cillin","beta-lactam"
"sultamicillin","29","2023-03",282702.760196405,65959.1700864619,4,32979.5850432309,"cillin","beta-lactam"
"sultamicillin","29","2023-04",414872.047123678,71572.456918865,2,50609.3696335115,"cillin","beta-lactam"
"sultamicillin","29","2023-06",208566.154668313,30482.6951907325,2,21554.5204782095,"cillin","beta-lactam"
"sultamicillin","29","2023-07",408319.403257999,76062.3067218284,2,53784.172875696,"cillin","beta-lactam"
"tamoxifen btm03715","1","2022-09",341645.949613274,50840.2208835668,2,35949.464943792,NA,"unknown"
"tamoxifen btm03715","1","2023-04",530085.680314532,101726.438835844,2,71931.454726784,NA,"unknown"
"tamoxifen btm03715","29","2023-03",444399.003439558,45209.3264494345,2,31967.8213052715,NA,"unknown"
"tazobactam","1","2022-09",757587.098734285,320720.168997696,2,226783.406361566,NA,"unknown"
"tazobactam","1","2022-10",615027.235329926,301073.861415881,2,212891.369045189,NA,"unknown"
"tazobactam","1","2022-11",774977.825467767,257491.690870172,6,105120.542606397,NA,"unknown"
"tazobactam","1","2022-12",428495.33418406,178156.25111201,2,125975.493272076,NA,"unknown"
"tazobactam","1","2023-02",117352.522101318,10100.7828283438,2,7142.3320332145,NA,"unknown"
"tazobactam","1","2023-04",289811.05689181,82317.4192283561,2,58207.2053461465,NA,"unknown"
"tazobactam","1","2023-06",425636.791473478,205296.113479781,2,145166.273992796,NA,"unknown"
"tazobactam","29","2022-09",398337.201442735,315540.918478448,4,157770.459239224,NA,"unknown"
"tazobactam","29","2022-11",664406.525851654,238555.874944151,2,168684.476864899,NA,"unknown"
"tazobactam","29","2023-01",552534.23055516,175740.838542974,2,124267.538665147,NA,"unknown"
"tazobactam","29","2023-04",208525.876814327,110267.077071861,2,77970.5979391325,NA,"unknown"
"tazobactam","29","2023-06",301935.472427142,111575.586702323,2,78895.8539720805,NA,"unknown"
"temafloxacin","29","2023-03",119610.339583867,8146.43968358408,2,5760.4027427895,"floxacin","quinolone"
"temafloxacin","29","2023-03",119610.339583867,8146.43968358408,2,5760.4027427895,"temafloxacin","quinolone"
"temafloxacin","29","2023-07",253910.543262342,12408.941541251,2,8774.44671116601,"floxacin","quinolone"
"temafloxacin","29","2023-07",253910.543262342,12408.941541251,2,8774.44671116601,"temafloxacin","quinolone"
"thiabendazole","1","2022-09",3053255.29486355,1595004.52632027,2,1127838.5165843,NA,"unknown"
"thiabendazole","1","2022-10",3750494.10466744,2715039.5841853,2,1919822.90116733,NA,"unknown"
"thiabendazole","1","2022-11",1851655.1607146,1077715.88877298,2,762060.21314386,NA,"unknown"
"thiabendazole","1","2022-12",4975549.51499981,3009106.89280305,2,2127759.88921622,NA,"unknown"
"thiabendazole","1","2023-02",2171171.80177537,1371073.86995309,2,969495.63095151,NA,"unknown"
"thiabendazole","1","2023-04",3870546.17079597,2933512.90486026,2,2074306.86772493,NA,"unknown"
"thiabendazole","1","2023-05",2254353.62247716,267009.97534248,2,188804.56420912,NA,"unknown"
"thiabendazole","1","2023-06",2560977.00297591,1112570.41580966,2,786706.08556655,NA,"unknown"
"thiabendazole","29","2022-09",5640919.04003463,3784884.08511244,2,2676317.20258805,NA,"unknown"
"thiabendazole","29","2022-11",2392947.38913315,1228752.79884439,2,868859.436464815,NA,"unknown"
"thiabendazole","29","2023-01",4313754.10217565,2143363.66933603,2,1515586.98513639,NA,"unknown"
"thiabendazole","29","2023-02",3067544.77964624,2325458.11279783,2,1644347.20092461,NA,"unknown"
"thiabendazole","29","2023-03",3147965.76657245,1188549.18665608,4,594274.593328038,NA,"unknown"
"thiabendazole","29","2023-04",3345426.95118703,2357506.91776025,2,1667009.12824247,NA,"unknown"
"thiabendazole","29","2023-06",1839559.8519375,1084022.34435666,2,766519.550652335,NA,"unknown"
"thiabendazole","29","2023-07",4330911.85848443,1310815.89291421,2,926886.80676674,NA,"unknown"
"trimethoprim","1","2022-10",425860.392923011,149122.169823111,2,105445.297507174,"trimethoprim","trimethoprim"
"trimethoprim","1","2022-11",161333.929820944,26975.9824024332,2,19074.9000859295,"trimethoprim","trimethoprim"
"trimethoprim","1","2022-12",406061.359332194,81758.3717572172,2,57811.899088299,"trimethoprim","trimethoprim"
"trimethoprim","1","2023-02",343639.540695676,117576.059576108,2,83138.8290314595,"trimethoprim","trimethoprim"
"trimethoprim","1","2023-04",335144.266805814,73339.3834786838,2,51858.775385818,"trimethoprim","trimethoprim"
"trimethoprim","1","2023-05",450782.069119992,14023.5199483739,2,9916.1260516,"trimethoprim","trimethoprim"
"trimethoprim","1","2023-06",227407.837574718,46709.6746580032,2,33028.7276976915,"trimethoprim","trimethoprim"
"trimethoprim","29","2022-10",156003.888861961,69809.8921930712,2,49363.0481636225,"trimethoprim","trimethoprim"
"trimethoprim","29","2023-02",350966.572622327,104695.369038775,2,74030.805406146,"trimethoprim","trimethoprim"
"trimethoprim","29","2023-03",375572.829896106,71043.3957226321,2,50235.2668739925,"trimethoprim","trimethoprim"
"trimethoprim","29","2023-04",240236.930664676,48204.9904038291,2,34086.07560158,"trimethoprim","trimethoprim"
"trimethoprim","29","2023-06",260291.198425337,59880.7578738244,2,42342.089955171,"trimethoprim","trimethoprim"
"trospectomycin","29","2023-03",1099827.39836126,237010.065988093,2,167591.424869652,NA,"unknown"
"trovafloxacin","1","2022-10",2349269.17820987,2717546.67211455,4,1358773.33605727,"floxacin","quinolone"
"trovafloxacin","1","2022-10",2349269.17820987,2717546.67211455,4,1358773.33605727,"trovafloxacin","quinolone"
"trovafloxacin","1","2022-11",2480851.71889722,669002.613941789,2,473056.284949765,"floxacin","quinolone"
"trovafloxacin","1","2022-11",2480851.71889722,669002.613941789,2,473056.284949765,"trovafloxacin","quinolone"
"trovafloxacin","1","2022-12",829353.539899919,183727.015701415,2,129914.618689638,"floxacin","quinolone"
"trovafloxacin","1","2022-12",829353.539899919,183727.015701415,2,129914.618689638,"trovafloxacin","quinolone"
"trovafloxacin","1","2023-04",584676.603267808,17410.6797486066,2,12311.209715307,"floxacin","quinolone"
"trovafloxacin","1","2023-04",584676.603267808,17410.6797486066,2,12311.209715307,"trovafloxacin","quinolone"
"trovafloxacin","1","2023-06",958411.69149305,244690.102369069,2,173022.0306744,"floxacin","quinolone"
"trovafloxacin","1","2023-06",958411.69149305,244690.102369069,2,173022.0306744,"trovafloxacin","quinolone"
"trovafloxacin","29","2022-09",565277.682568026,203779.493216009,2,144093.861519798,"floxacin","quinolone"
"trovafloxacin","29","2022-09",565277.682568026,203779.493216009,2,144093.861519798,"trovafloxacin","quinolone"
"trovafloxacin","29","2022-11",5557735.49038662,953180.722879281,2,674000.552844235,"floxacin","quinolone"
"trovafloxacin","29","2022-11",5557735.49038662,953180.722879281,2,674000.552844235,"trovafloxacin","quinolone"
"trovafloxacin","29","2023-01",933906.531851547,178333.422145341,2,126100.772111174,"floxacin","quinolone"
"trovafloxacin","29","2023-01",933906.531851547,178333.422145341,2,126100.772111174,"trovafloxacin","quinolone"
"trovafloxacin","29","2023-02",1300310.34173674,307278.983999332,2,217279.05330204,"floxacin","quinolone"
"trovafloxacin","29","2023-02",1300310.34173674,307278.983999332,2,217279.05330204,"trovafloxacin","quinolone"
"trovafloxacin","29","2023-03",6361621.45494394,2836315.69746177,4,1418157.84873088,"floxacin","quinolone"
"trovafloxacin","29","2023-03",6361621.45494394,2836315.69746177,4,1418157.84873088,"trovafloxacin","quinolone"
"trovafloxacin","29","2023-04",7590221.3559255,8189140.92512446,4,4094570.46256223,"floxacin","quinolone"
"trovafloxacin","29","2023-04",7590221.3559255,8189140.92512446,4,4094570.46256223,"trovafloxacin","quinolone"
"trovafloxacin","29","2023-06",3427325.86718024,797536.375911309,2,563943.37964983,"floxacin","quinolone"
"trovafloxacin","29","2023-06",3427325.86718024,797536.375911309,2,563943.37964983,"trovafloxacin","quinolone"
"trovafloxacin","29","2023-07",6434755.59742623,1185927.90813734,2,838577.66584229,"floxacin","quinolone"
"trovafloxacin","29","2023-07",6434755.59742623,1185927.90813734,2,838577.66584229,"trovafloxacin","quinolone"
"tubercidin","29","2023-01",319081.447756773,75979.7302105163,2,53725.7824645805,NA,"unknown"
"tuberin","1","2023-05",465058.132423994,41097.005354344,2,29059.9711725165,NA,"unknown"
"xenysalate","29","2023-03",841206.168270043,276353.436239334,2,195411.388769037,NA,"unknown"
"xenysalate","29","2023-04",607862.198674682,259544.001944474,2,183525.323791232,NA,"unknown"
"xibornol","1","2022-09",9921561.86260995,8003843.56907834,4,4001921.78453917,NA,"unknown"
"xibornol","1","2022-10",8602977.68785238,5843034.32520727,4,2921517.16260363,NA,"unknown"
"xibornol","1","2022-11",7380496.94646921,5792769.3128013,4,2896384.65640065,NA,"unknown"
"xibornol","1","2022-12",7908177.61135411,3049492.41168911,2,2156316.76348229,NA,"unknown"
"xibornol","1","2023-02",6812677.44562044,2826020.16916195,2,1998298.02538437,NA,"unknown"
"xibornol","1","2023-04",11124417.2959676,6906468.82247504,4,3453234.41123752,NA,"unknown"
"xibornol","1","2023-05",6848587.27822222,5670495.73853981,4,2835247.86926991,NA,"unknown"
"xibornol","1","2023-06",11769192.4218856,8444670.80940942,4,4222335.40470471,NA,"unknown"
"xibornol","29","2022-09",18063578.0075383,15269292.431649,4,7634646.21582448,NA,"unknown"
"xibornol","29","2022-10",5158500.92988177,5201004.66621288,4,2600502.33310644,NA,"unknown"
"xibornol","29","2022-11",7358111.97147799,2356845.12213902,2,1666541.16807094,NA,"unknown"
"xibornol","29","2023-01",7874580.54776189,3090379.81267344,2,2185228.5219834,NA,"unknown"
"xibornol","29","2023-02",9208783.82762467,3245265.75445278,2,2294749.42172603,NA,"unknown"
"xibornol","29","2023-03",12883238.977752,7391425.05321274,6,3017536.64206587,NA,"unknown"
"xibornol","29","2023-04",13564929.7872072,10362411.4747384,4,5181205.7373692,NA,"unknown"
"xibornol","29","2023-06",11977994.08234,9859456.14529371,4,4929728.07264686,NA,"unknown"
"xibornol","29","2023-07",9005162.78895381,9224977.47063374,4,4612488.73531687,NA,"unknown"
"yazumycin a","1","2023-02",155960.342136146,36215.7254550661,2,25608.3850548675,NA,"unknown"
"yazumycin a","29","2023-02",690955.08447726,129835.21130339,2,91807.3583494155,NA,"unknown"
